dbn,locationname,N/A,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q2e,p_q2f,p_q2g,p_q2h,p_q2i,p_q2j,p_q3a,p_q3b,p_q4a,p_q4b,p_q4c,p_q4d,p_q5a,p_q5b,p_q5c,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,p_q9,p_q10a,p_q10b,,,
31R011,P.S. 11 Thomas Dongan School,ES,8.5,8.5,8.1,8.6,8.7,8.4,8.3,8.6,8.7,8.5,8.3,8.4,8.1,8.6,8.4,8.4,8.2,8.3,8.4,7.9,7.6,8.7,8.8,8.6,8.7,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,Not Scored,8.4,8.2,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.1,9.2,8.8,,,
31R013,P.S. 013 M. L. Lindemeyer,ES,8.7,9.1,8.7,9.0,9.1,9.1,9.1,9.2,9.2,8.9,8.8,9.0,8.6,9.0,9.0,8.9,8.8,8.9,8.9,8.6,8.4,9.1,9.0,8.8,9.0,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,Not Scored,9.0,8.9,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.2,8.0,,,
31R014,P.S. 014 Cornelius Vanderbilt,ES,7.8,8.0,7.7,7.9,8.0,7.9,7.9,8.1,8.3,7.9,7.9,8.1,7.7,7.8,8.0,8.0,7.8,8.0,7.8,7.6,7.5,7.9,8.0,8.0,8.2,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.0,7.8,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.7,7.3,,,
31R016,P.S. 016 John J. Driscoll,ES,8.0,8.5,8.1,8.3,8.8,8.5,8.1,8.5,8.7,8.4,8.3,8.4,8.0,8.3,8.4,8.3,8.3,8.4,8.3,8.0,7.7,8.4,8.6,8.4,8.4,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,Not Scored,8.3,8.3,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.2,7.4,7.4,,,
31R018,P.S. 018 John G. Whittier,ES,8.3,8.5,8.2,8.4,8.7,8.6,8.3,8.5,8.8,8.3,8.3,8.5,8.4,8.5,8.4,8.3,8.2,8.3,8.3,8.1,8.1,8.5,8.5,8.4,8.4,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,Not Scored,8.3,8.4,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.4,7.9,,,
31R019,P.S. 019 The Curtis School,ES,8.5,8.8,8.4,8.6,9.0,8.9,8.7,8.9,9.1,8.7,8.5,8.7,8.3,8.7,8.7,8.6,8.5,8.5,8.5,8.2,8.3,8.7,8.9,8.7,8.7,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.2,Not Scored,8.7,8.7,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.1,7.9,,,
31R020,P.S. 020 Port Richmond,ES,8.5,8.5,8.3,8.5,8.7,8.6,8.4,8.6,8.7,8.6,8.4,8.5,8.3,8.4,8.4,8.4,8.3,8.3,8.3,8.3,8.2,8.7,8.5,8.3,8.3,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,Not Scored,8.5,8.5,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.7,,,
31R021,P.S. 21 Margaret Emery-Elm Park,ES,8.4,8.6,8.3,8.6,9.0,8.8,8.3,8.7,8.7,8.6,8.4,8.5,8.3,8.5,8.6,8.5,8.3,8.4,8.4,8.2,8.2,8.8,8.8,8.4,8.5,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,Not Scored,8.5,8.5,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.4,8.2,,,
31R022,P.S. 022 Graniteville,ES,8.1,8.3,7.9,8.3,8.6,8.4,8.0,8.5,8.6,8.2,8.1,8.4,8.0,8.3,8.3,8.3,8.2,8.2,8.3,7.8,7.6,8.4,8.4,8.2,8.4,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.9,Not Scored,8.2,8.3,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.8,7.6,,,
31R023,P.S. 023 Richmondtown,ES,8.5,8.7,8.3,8.8,8.8,8.4,8.5,8.9,9.2,8.8,8.7,8.7,8.0,8.6,8.7,8.5,8.5,8.5,8.6,8.1,7.8,9.0,8.8,8.9,8.7,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,9.0,8.7,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.8,8.0,,,
31R024,I.S. 024 Myra S. Barnes,MS,7.9,8.0,7.6,8.0,8.1,7.4,8.1,8.3,8.6,8.1,7.9,8.3,7.8,8.0,7.9,7.9,7.7,7.8,7.9,7.4,7.1,7.9,8.4,8.3,8.4,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.8,Not Scored,7.9,8.0,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.2,7.5,,,
31R026,P.S. 026 The Carteret School,ES,8.8,9.0,8.8,9.1,9.1,9.1,8.9,9.3,9.2,8.9,9.1,8.9,8.7,8.9,8.8,8.9,9.0,8.8,8.9,8.3,8.3,9.1,9.3,9.1,9.1,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,Not Scored,9.1,8.9,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,9.0,8.8,,,
31R027,I.S. 027 Anning S. Prall,MS,7.7,7.7,7.3,7.8,8.2,7.3,7.2,8.2,8.3,7.7,7.7,7.9,7.3,8.0,7.8,7.7,7.5,7.6,7.8,7.3,6.9,8.0,7.7,7.8,7.9,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.8,Not Scored,7.7,7.8,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.9,7.3,,,
31R029,P.S. 029 Bardwell,ES,8.8,9.3,9.1,9.4,9.3,9.2,9.3,9.3,9.6,9.3,9.1,9.5,9.1,9.4,9.2,9.4,9.2,9.2,9.4,9.1,8.9,9.4,9.5,9.5,9.5,9.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,9.3,9.4,9.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,8.1,7.5,,,
31R030,P.S. 030 Westerleigh,ES,8.1,8.3,8.0,8.4,8.3,8.1,8.3,8.1,8.9,7.9,7.8,8.8,8.1,8.5,8.3,8.4,8.0,8.1,8.4,7.8,7.5,8.3,8.6,8.6,8.6,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.2,8.4,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.7,7.6,,,
31R031,P.S. 031 William T. Davis,ES,8.5,8.7,8.3,8.6,8.9,8.7,8.1,9.0,9.0,8.7,8.7,8.7,8.0,8.7,8.6,8.7,8.5,8.6,8.5,8.3,8.2,8.8,8.8,8.7,8.7,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.4,Not Scored,8.8,8.7,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.4,8.0,,,
31R032,P.S. 032 The Gifford School,ES,8.1,8.3,8.0,8.2,8.3,8.1,8.2,8.1,8.7,8.4,8.0,8.5,7.7,8.3,8.1,8.2,8.3,8.2,8.2,7.7,7.4,8.1,8.5,8.3,8.4,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.1,8.4,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,8.0,7.5,,,
31R034,I.S. 034 Tottenville,MS,8.3,8.5,7.9,8.5,8.6,7.9,8.6,8.7,9.1,8.6,8.5,8.6,8.2,8.5,8.3,8.3,8.2,8.2,8.5,8.0,7.6,8.5,8.9,8.8,8.7,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.6,Not Scored,8.5,8.5,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.3,8.0,,,
31R035,P.S. 35 The Clove Valley School,ES,8.8,8.9,8.5,8.9,9.1,9.0,8.7,8.9,9.0,8.7,8.5,9.0,8.3,9.1,8.9,9.0,8.8,8.9,8.9,8.6,8.5,9.1,9.0,8.9,9.0,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.8,8.9,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.8,8.1,,,
31R036,P.S. 036 J. C. Drumgoole,ES,8.0,8.4,8.0,8.3,8.4,8.3,8.5,8.2,8.9,7.8,7.8,8.6,8.2,8.3,8.1,8.2,8.1,8.1,8.3,7.7,7.5,8.3,8.6,8.6,8.6,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.0,8.2,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.7,7.3,,,
31R038,P.S. 038 George Cromwell,ES,8.1,8.4,8.1,8.5,8.6,8.5,8.4,8.5,8.7,8.3,8.1,8.7,7.9,8.4,8.1,8.1,7.9,7.9,8.1,7.6,7.5,8.5,8.7,8.4,8.6,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,8.3,8.2,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.2,7.9,,,
31R039,P.S. 39 Francis J. Murphy Jr.,ES,8.4,8.6,8.3,8.6,8.7,8.3,8.7,8.8,8.9,8.4,8.2,8.7,8.3,8.4,8.5,8.5,8.3,8.3,8.4,7.8,7.8,8.8,8.8,8.3,8.6,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.5,8.2,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.5,8.0,,,
31R041,P.S. 041 New Dorp,ES,8.3,8.5,8.2,8.4,8.7,8.3,8.2,8.7,9.0,8.4,8.3,8.7,7.7,8.6,8.3,8.4,8.1,8.3,8.5,8.2,8.0,8.5,8.7,8.5,8.4,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,Not Scored,8.4,8.4,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.3,8.0,,,
31R042,P.S. 042 Eltingville,ES,8.2,8.7,8.3,8.6,8.8,8.7,8.5,8.9,9.2,8.5,8.4,8.8,8.2,8.6,8.6,8.6,8.3,8.4,8.5,8.1,7.9,8.5,8.6,8.7,8.7,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,Not Scored,8.4,8.5,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.7,7.1,,,
31R044,P.S. 044 Thomas C. Brown,ES,8.3,8.5,8.1,8.4,8.6,8.5,8.3,8.6,8.8,8.5,8.3,8.5,8.2,8.5,8.5,8.4,8.3,8.5,8.4,8.0,7.9,8.6,8.5,8.3,8.5,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,Not Scored,8.5,8.3,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.3,8.0,,,
31R045,P.S. 045 John Tyler,ES,7.8,8.2,7.9,8.0,8.5,8.3,8.0,8.3,8.6,8.2,8.0,8.4,7.6,8.1,8.1,8.2,7.9,7.9,8.0,7.4,7.2,7.9,8.2,8.1,8.2,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.2,Not Scored,7.9,8.0,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,7.8,7.2,,,
31R046,P.S. 046 Albert V. Maniscalco,ES,8.3,8.4,8.1,8.5,8.6,8.4,8.0,8.7,8.6,8.7,8.5,8.5,7.7,8.2,8.1,8.3,8.2,8.1,8.3,7.8,7.6,8.6,8.7,8.4,8.5,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.6,8.3,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.6,8.4,,,
31R047,CSI High School for International Studies,HS,8.6,8.8,8.4,8.9,9.1,8.2,8.9,9.0,9.1,8.5,8.7,8.7,7.9,8.8,8.5,8.6,8.9,8.6,8.9,8.7,8.6,8.9,9.1,8.9,9.0,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,Not Scored,8.7,8.7,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.5,8.5,,,
31R048,P.S. 048 William C. Wilcox,ES,8.7,8.9,8.7,9.0,9.0,8.9,8.7,9.2,9.1,8.9,8.9,8.9,8.4,8.9,8.8,8.8,8.7,8.8,8.8,8.4,8.3,9.0,9.1,9.0,9.0,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,Not Scored,9.1,8.8,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.7,8.5,,,
31R049,I.S. 49 Berta A. Dreyfus,MS,7.6,7.7,7.2,7.6,7.7,7.3,7.6,7.9,8.0,7.5,7.6,7.9,7.4,7.7,7.8,7.7,7.9,7.6,7.6,7.3,7.0,7.7,7.4,7.7,7.8,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.5,Not Scored,7.7,7.6,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,7.5,7.0,,,
31R050,P.S. 050 Frank Hankinson,ES,8.6,8.5,8.0,8.6,8.6,8.4,8.2,8.5,9.0,8.5,8.4,8.8,8.0,8.5,8.5,8.5,8.3,8.5,8.6,8.1,7.7,8.7,8.6,8.7,8.6,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.7,Not Scored,8.4,8.6,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.4,,,
31R051,I.S. 051 Edwin Markham,MS,8.1,8.2,7.8,8.2,8.5,7.9,8.2,8.5,8.4,8.2,8.2,8.3,8.1,8.3,8.2,8.1,8.2,8.1,8.2,7.8,7.5,8.4,8.1,8.3,8.5,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.8,Not Scored,8.3,8.2,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.0,8.1,,,
31R052,P.S. 052 John C. Thompson,ES,8.2,8.4,8.1,8.5,8.6,8.3,8.2,8.8,9.0,8.6,8.4,8.6,7.6,8.4,8.3,8.3,8.2,8.1,8.2,7.7,7.5,8.7,8.6,8.6,8.5,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,8.5,8.1,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.5,7.9,,,
31R053,P.S. 053 Bay Terrace,ES,8.7,8.8,8.5,9.0,8.9,8.8,8.6,8.9,9.2,8.7,8.6,8.9,8.4,8.8,8.7,8.8,8.5,8.6,8.8,8.3,8.1,9.0,9.1,9.0,9.0,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,8.8,8.8,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.6,8.5,,,
31R054,P.S. 054 Charles W. Leng,ES,7.6,8.2,7.8,8.2,8.3,8.2,8.0,8.3,8.6,8.2,8.1,8.3,7.6,8.0,8.2,8.2,7.8,8.1,8.1,7.5,7.3,8.3,8.5,8.3,8.3,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.4,Not Scored,7.9,8.0,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,6.8,6.6,,,
31R055,P.S. 055 Henry M. Boehm,ES,8.1,8.2,8.1,8.5,8.2,7.9,8.1,8.3,8.9,8.4,8.0,8.5,8.2,8.3,8.1,8.2,7.9,8.1,8.2,7.8,7.4,8.6,8.7,8.6,8.7,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,8.2,8.2,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.0,7.6,,,
31R056,P.S. 56 The Louis Desario School,ES,8.0,8.3,7.9,8.6,8.4,8.2,8.1,8.5,8.9,8.5,8.2,8.5,7.0,8.4,8.2,8.3,7.9,8.0,8.1,7.7,7.5,8.7,8.9,8.8,8.9,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.3,8.3,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,7.7,7.2,,,
31R057,P.S. 057 Hubert H. Humphrey,ES,8.3,8.5,8.1,8.4,8.7,8.5,8.3,8.7,8.8,8.4,8.3,8.4,8.2,8.5,8.6,8.7,8.4,8.5,8.4,8.0,8.0,8.6,8.6,8.2,8.5,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,Not Scored,8.3,8.2,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.2,7.9,,,
31R058,Space Shuttle Columbia School,ES,8.1,8.4,8.1,8.5,8.6,8.7,8.0,8.5,8.8,8.2,8.2,8.4,7.7,8.4,8.3,8.2,7.9,8.1,8.2,7.7,7.6,8.8,8.7,8.5,8.7,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.2,Not Scored,8.3,8.3,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.2,7.9,,,
31R060,P.S. 060 Alice Austen,ES,8.5,8.7,8.2,8.6,8.8,8.8,8.5,8.7,8.9,8.5,8.4,8.8,8.4,8.7,8.6,8.6,8.4,8.5,8.6,8.2,8.1,8.6,8.8,8.6,8.7,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.0,Not Scored,8.4,8.7,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.6,8.3,,,
31R061,I.S. 061 William A Morris,MS,7.7,7.8,7.5,7.7,8.0,7.7,7.3,8.1,8.5,8.0,7.7,8.0,7.7,7.9,8.0,7.9,7.6,7.7,8.0,7.4,7.1,7.7,7.7,7.9,8.0,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.4,Not Scored,7.9,7.8,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.8,7.1,,,
31R063,Marsh Avenue School for Expeditionary Learning,MS,8.9,9.0,8.9,9.1,9.0,8.9,8.9,9.2,9.4,8.9,8.9,9.2,9.0,9.1,9.0,8.9,8.8,8.8,9.0,8.7,8.5,9.3,9.2,9.1,9.1,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,Not Scored,9.0,9.1,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.7,,,
31R064,Gaynor McCown Expeditionary Learning School,HS,8.0,8.0,7.8,8.4,7.9,7.4,7.9,8.6,8.8,8.2,7.9,8.1,7.2,8.1,7.8,8.0,8.0,7.8,8.0,7.9,7.9,8.6,8.5,8.5,8.4,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.5,Not Scored,8.1,8.0,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,8.0,7.6,,,
31R065,P.S. 65 The Academy of Innovative Learning,ES,9.0,9.2,8.9,9.1,9.2,9.1,9.2,9.3,9.5,8.8,8.8,9.2,8.6,9.3,9.1,9.1,9.0,8.8,9.1,8.8,8.5,9.1,9.4,9.1,9.2,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,Not Scored,9.3,9.2,9.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,9.0,8.6,,,
31R069,P.S. 069 Daniel D. Tompkins,ES,8.4,8.4,8.2,8.7,8.6,8.4,8.4,8.4,8.9,8.4,8.1,8.6,8.4,8.5,8.5,8.5,8.2,8.3,8.5,7.9,7.7,8.8,8.9,8.6,8.8,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,Not Scored,8.0,8.3,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.7,8.3,,,
31R072,I.S. 072 Rocco Laurie,MS,7.9,8.0,7.3,7.8,8.5,7.6,7.8,8.1,8.4,7.9,7.8,8.1,7.7,8.1,8.0,8.0,7.9,7.9,8.2,7.6,7.2,7.5,8.1,8.0,8.3,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,3.3,Not Scored,8.0,8.1,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,7.8,7.3,,,
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,ECC,8.7,8.9,8.6,8.9,9.1,9.1,8.4,9.2,9.2,8.9,8.8,9.0,8.6,8.9,8.9,8.9,8.8,8.8,9.0,8.4,8.2,8.8,9.0,8.9,8.7,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.9,9.0,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.5,7.9,,,
