index,dbn,reading,math,writing,name,schooltype,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,s_q1b,s_q1c,s_q1d,s_q1e,s_q1f,s_q1g,s_q2a,s_q2b,s_q2c,s_q2d,s_q3,s_q4a,s_q4e,s_q4f,s_q4g,s_q4h,s_q4i,s_q4j,s_q4k,s_q5a,s_q5b,s_q6a,s_q6b,s_q6c,s_q7a,s_q7b,s_q11a,s_q11b,s_q11c,s_q11d,s_q11e,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q4c,p_q5a,p_q5b,p_q5c,p_q9,p_q10a,p_q10b,aca_t_13,com_t_13,eng_t_13,saf_t_13,t_q1a,t_q1b,t_q1c,t_q1d,t_q1e,t_q1f,t_q1g,t_q1h,t_q2a,t_q2b,t_q3a,t_q3b,t_q3c,t_q3d,t_q4a,t_q4b,t_q4c,t_q4d,t_q4e,t_q4f,t_q4g,t_q5,t_q6a,t_q6b,t_q6c,t_q7a,t_q7b,t_q7c,t_q8a,t_q8b,t_q8c,t_q9a,t_q9b,t_q9d,t_q10a,t_q10b,t_q10c,t_q10d,t_q10e,t_q10f,t_q11a,t_q11b,t_q11c,t_q11d,t_q11e,t_q11f,t_q11g,t_q11h,t_q11i,t_q11j,t_q11k,t_q11l,t_q11m,t_q12a,t_q14a,t_q14b,t_q14c,t_q14d,t_q15a,t_q15b,t_q15c,t_q15d,t_q16a,t_q16b,t_q16c
365,28Q310,420,445,400,Queens Collegiate: A College Board School,MS/HS,7.79344,7.56439,6.76812,6.62432,8.56238,8.04702,7.68786,7.75912,8.09363,5.5395,8.639,7.45192,6.85811,8.07582,7.61079,6.49547,8.77395,7.23507,7.59671,6.80097,6.42996,7.72505,7.5534,7.37305,7.89063,6.38403,4.5688,4.82558,5.87719,5.33173,6.31731,8.10396,6.19329,6.46825,6.82044,8.11871,8.5,8.6,8.2,8.4,9.2,8.3,8.4,8.8,8.9,8.5,8.4,8.6,8.5,8.8,8.7,8.8,8.7,8.6,8.9,8.7,8.4,8,8.6,8.6,8.4,8.3,6.1,8.5,8.5,8.7,7.9,8.3,7.6,7.15647,6.74351,6.98255,6.66597,7.6087,7.06522,5.96591,5.76087,6.84783,7.01087,6.61111,7.6087,6.73913,7.33696,7.93478,6.68478,5.21739,7.82609,7.82609,7.28261,7.28261,7.5,6.90217,7.11111,7.6087,8.11111,6.72222,6.22222,8.72222,6.61111,8.11111,8.05556,7.22222,6.38889,6.88889,5.5,7.66304,5.44444,6.97674,6.57609,7.33696,7.44565,5.76087,6.77778,5.48913,5.32609,7.66304,7.06522,5.21739,8.26087,6.46739,7.77174,8.8587,6.76136,5.83333,6.25,6.05556,7.88043,NA,NA,NA,NA,6.38889,6.11111,7.36111,8.38235,5.74074,6.57407,6.85185
366,28Q338,403,408,367,Queens Satellite High School for Opportunity,HST,7.88775,8.10547,7.38332,8.06049,8.14583,8.14583,8.02083,8.22917,7.85714,6.42857,8.26446,8.38235,7.47899,7.85417,7.47917,7.4359,8.29918,8.20248,8.13525,8.42975,8.16667,8.19328,7.91322,7.26293,8.03571,7.91284,7.3125,7.16667,7.16667,7.99587,6.77083,7.69565,8.44298,8.63248,8.76068,8.73932,8.6,8.9,8.4,8.4,9.2,8.7,8.7,9.2,9,8.6,8.9,9,8.5,8.8,8.8,8.8,8.9,8.9,9,9,8.8,8.8,8.5,8.6,8.6,7.9,5.4,8.8,8.5,9,7.5,7.5,NA,8.60101,7.90483,8.24362,8.77273,8.54167,8.33333,7.72727,8.125,7.72727,8.33333,6.45833,8.125,7.5,8.54167,8.95833,8.54167,7.27273,8.75,8.125,7.70833,7.91667,8.75,8.54167,8.86364,7.91667,9.16667,7.91667,8.95833,9.375,9.375,9.16667,8.125,7.08333,6.04167,7.72727,7.91667,8.95833,8.33333,8.18182,8.86364,8.54167,9.16667,9.31818,8.40909,9.16667,9.09091,9.58333,8.33333,8.125,8.95833,9.16667,9.375,9.58333,6.875,8.95833,9.16667,8.125,8.75,NA,NA,NA,NA,NA,NA,NA,NA,8.95833,8.54167,8.33333
367,28Q350,430,452,425,Jamaica Gateway to the Sciences,HS,7.5741,7.25296,6.35744,6.66644,8.4537,7.84259,7.09586,7.70522,7.3041,5.1959,8.32707,7.73496,6.2688,7.603,7.03358,6.08856,8.80074,6.75651,7.37918,6.64815,6.20301,7.37828,6.92804,6.34831,7.39933,6.30342,5.07435,5.44776,6.5824,5.30784,6.16667,7.69157,6.75676,6.9962,7.48099,8.31439,8.5,8.3,7.7,7.8,8.2,7.7,8.4,8.6,8.8,8.4,7.8,8.3,8.2,8.3,8.4,8.5,8.3,8.3,8.1,8.4,7.8,7.5,8.3,8.1,8.1,7.4,4.7,8.3,8.3,8.4,8.8,8.8,9.2,8.63988,9.02344,8.04041,7.31845,9.0625,9.6875,8.75,7.8125,9.0625,9.375,7.8125,9.6875,9.0625,9.0625,8.125,9.375,9.0625,9.0625,9.0625,6.875,8.4375,8.4375,8.4375,8.4375,8.75,9.28571,8.4375,7.8125,9.0625,8.4375,9.0625,9.0625,6.875,7.1875,8.75,8.125,7.8125,4.28571,7.85714,9.375,9.375,9.375,6.25,7.5,6.5625,5.71429,8.4375,6.25,5.625,9.375,8.125,9.0625,9.375,6.25,6.25,7.1875,6.25,7.1875,NA,NA,NA,NA,NA,NA,NA,NA,8.125,8.125,9.0625
368,28Q440,456,497,454,Forest Hills High School,HS,7.55149,6.89565,6.99213,7.13796,8.30828,7.8086,7.30868,7.25848,7.50369,5.54428,8.44118,6.23988,6.23709,7.58272,7.07687,6.60252,8.39142,7.26852,8.12775,7.31209,7.2786,7.68279,7.13838,7.40563,8.37572,6.83079,5.84818,5.76281,6.54117,5.2051,7.53503,7.3716,7.12818,7.55997,7.74682,8.67117,7.8,7.4,7.3,7.5,7.6,6.8,7.1,7.9,8,7.7,7.5,7.9,7.7,7.9,7.8,7.7,7.7,7.6,8,7.7,7.4,7.1,7.9,7.7,8.1,7.3,4.3,7.5,8,7.9,7.8,7.8,7.4,8.69839,8.66976,8.63782,8.26306,8.94904,8.99682,8.33871,7.61146,8.49684,8.98734,8.80573,8.30128,8.29114,8.62342,7.96178,8.75796,8.34395,8.90127,9.19304,9.25633,8.87658,8.92405,8.98734,8.83758,8.92628,9.00316,8.46154,8.89423,9.01613,8.4019,8.46519,8.93987,8.96497,8.88535,9.12975,8.31731,8.32258,8.19536,8.5,8.63057,8.8535,8.85484,7.27273,8.13333,8.27419,8.32258,9.08065,8.41935,7.66129,8.71753,8.26299,8.6039,9.08497,7.97386,8.08824,8.53226,8.76623,6.21753,NA,NA,NA,NA,NA,NA,NA,NA,8.8474,8.55519,8.87987
369,28Q470,342,368,353,Jamaica High School,HS,7.23231,7.00551,6.62847,6.95262,7.91667,7.44403,6.86567,7.08015,6.89394,6.10075,7.53731,7.31752,6.62963,6.98905,6.86047,6.83824,8.19343,7.08955,7.40809,7.19697,6.47388,6.88433,6.83333,6.85185,7.54464,6.63866,5.75368,6.1553,6.56977,6.29699,5.77778,7.83835,6.84701,7.44231,7.5,8.04924,8,7.8,7.3,8,8,7.9,8,8.3,8.1,7.9,7.6,7.9,7.6,7.9,7.7,8.3,7.9,7.7,8.2,7.9,7.7,8.2,8.4,8,7.8,7.3,3.6,7.4,7.6,7.7,8.1,8.1,8.1,7.06838,6.88411,7.23393,8.16877,6.40625,7.16667,6.66667,6.33333,7.5,6.66667,6,7.33333,7.83333,7.8125,7.66667,6.83333,5.66667,7.14286,6.66667,5.15625,6.16667,6.33333,7,6.83333,7.16667,8,7.34375,7.1875,8.4375,8.28125,8.39286,8.39286,8.5,8.83333,7.14286,6.42857,7.30769,6.78571,6.07143,7.32143,7.67857,8.03571,5.53571,6.78571,8.57143,8.21429,8.92857,8.57143,8.03571,8.03571,8.03571,7.88462,8.92857,8.07692,7.5,8.39286,7.85714,8.33333,NA,NA,NA,NA,NA,NA,NA,NA,5.16667,7.69231,8.03571
370,28Q505,395,413,386,Hillcrest High School,HS,8.69583,8.40483,8.38946,8.18295,9.0017,8.72246,8.52331,8.73407,8.61395,7.92942,9.13486,8.08786,8.05247,8.74681,8.60899,8.42569,9.08397,8.47964,8.61346,8.09199,7.93793,8.64432,8.60332,8.42821,8.91916,8.14587,7.31915,7.49574,7.88576,7.53614,8.56658,8.52466,7.88625,8.44572,8.64195,8.84991,9.3,9.3,9.1,9,9.4,9.1,9.3,9.4,9.5,9.3,9.3,9.4,9.3,9.4,9.3,9.3,9.4,9.2,9.4,9.4,9.3,9.2,9,9,9.1,8.9,7.7,9.1,9.2,9.3,8.9,9.1,9.2,9.08241,9.15523,8.91755,8.85779,9.55479,9,8.8986,8.56897,9.03448,9.32759,9.35764,8.80208,8.85274,9.15517,8.63946,9.40476,9.17241,9.40476,8.97959,9.11565,9.11565,8.97959,8.9966,9.00685,9.14966,9.2517,8.9966,9.30272,9.23469,8.91156,9.08163,9.21233,8.95548,8.71575,8.78425,8.93103,8.80137,8.86207,8.62245,8.91156,9.03061,9.11565,8.75862,8.82759,9.2637,9.24138,9.30272,8.52041,8.31633,9.14966,8.69048,9.00685,9.08163,8.38435,8.48639,8.58844,8.85274,8.9966,NA,NA,NA,NA,NA,NA,NA,NA,9.00685,8.95548,9.10959
371,28Q620,452,478,442,Thomas A. Edison Career and Technical Education High School,HS,7.56134,6.98244,6.96034,7.15916,8.18784,7.72883,7.20069,7.24375,7.45081,5.55747,8.19839,6.55762,6.46476,7.59164,7.25929,6.86303,8.57927,7.41552,7.77126,7.31934,6.80937,7.81511,7.18903,7.4693,7.98269,6.54643,5.99511,6.09941,6.51054,6.68462,7.38124,7.18488,7.23522,7.4311,7.63437,8.23276,7.9,8,7.7,7.8,8.3,7.4,8,8.2,8.3,7.9,7.8,8,8.1,8.2,8.1,8.1,8.1,8,8.2,8,7.8,8,8.1,7.9,8.1,7.5,5.8,8,8.1,7.8,7.3,7.4,7.4,8.70994,8.86476,8.47359,8.4441,9.11638,9.07328,8.43478,8.40517,9.18103,9.20259,8.85776,8.92544,8.72845,8.83621,7.56522,8.3913,8,8.57456,8.66379,8.98707,9.11638,8.77155,8.83621,8.77155,8.82609,9.09292,9.30435,8.34783,7.82895,7.52212,8.17982,8.66228,8.67391,9.15217,9.28261,8.03571,7.7027,7.66204,8.01802,8.78319,9.04867,8.93805,8.05046,8.25,8.35526,8.46491,9.10088,8.44298,8.28947,8.5307,8.48684,8.46491,8.67257,7.96053,8.49558,8.56195,8.5307,8.61842,NA,NA,NA,NA,NA,NA,NA,NA,8.82743,8.59649,9.02655
372,28Q680,513,523,502,Queens Gateway to Health Sciences Secondary School,MS/HS,7.65576,6.69415,6.03525,7.20979,8.5616,7.85482,6.82768,7.50652,7.03595,4.8545,8.45425,6.47327,6.32392,7.54587,6.90039,7.17725,8.94857,7.0517,7.96793,7.31932,7.17932,7.63798,6.7815,6.55105,7.5384,6,5.66558,5.77778,6.57237,6.92208,4.40772,8.05743,7.46959,7.51682,7.68072,9.19147,8.2,7.9,7.4,8.3,8,7.5,7.8,8.1,8.5,7.3,7.4,8.1,7,8.5,8.2,8.3,8.1,8,8.3,8.1,7.8,8.4,8.7,8.3,8.2,8,5.7,7.7,8.2,8.2,8.1,8.1,7.5,7.45789,5.62933,6.1414,7.69385,5.7,6.1,5.57692,5.28846,4.23077,6.34615,5.2,5.38462,5.09615,5.38462,7.11538,6.63462,5,6.34615,7.11538,5.3,7.30769,7.7,7.11538,7.01923,6.5625,8.2,6.14583,5.72917,7.88462,5.48077,7.30769,7.40385,5.5,5.28846,7.01923,5.76923,6.44231,4.42308,5.6,6.34615,7.11538,7.30769,7.29167,5.1,7.5,7.21154,8.55769,8.9,7.30769,8.07692,8.75,8.07692,7.98077,7.98077,7.5,9.23077,6.7,8.75,NA,NA,NA,NA,8.125,8.125,8.75,8.75,7.94118,7.5,8.23529
373,28Q687,612,660,596,Queens High School for the Sciences at York College,HS,8.80841,8.47122,7.97176,8.46795,9.32519,8.91388,8.35476,8.63753,8.37404,6.99742,9.52196,8.85013,8.28811,8.85659,8.43669,8.00781,9.4473,8.66624,9.14304,9.09383,7.42288,8.77577,8.20876,8.16366,8.9083,8.47709,7.75064,8.24935,8.56314,7.30077,6.99871,8.81748,9.07623,8.11856,8.40617,9.75578,7.1,7.9,7.7,8.1,8.2,7.5,7.5,8.5,8.3,7.9,7.9,8.4,7.7,8.6,8,8,8,8,8.4,8.3,7.6,7.9,8.2,8.1,8.1,8.3,5.4,8.2,8.4,8.2,NA,NA,NA,8.68421,8.46875,8.24061,8.52982,8.5,9.25,8.75,7.375,8.75,8.5,8.125,9.5,8.375,9,7.125,8.625,7.75,8.75,8.42105,7.625,9.5,9,8.75,8.875,8.25,9.5,9.5,8,8,7.125,7.76316,8.25,8.625,8.625,9.25,7.76316,6.52778,8.02632,8.05556,8.875,8.875,9.125,7.75,7.77778,9.25,9.375,9.47368,9.25,8.125,9,9,9.125,8.75,8.875,8.375,9.75,6.97368,5.25,NA,NA,NA,NA,NA,NA,NA,NA,8.625,8.5,8.625
374,28Q690,406,406,384,High School for Law Enforcement and Public Safety,HS,7.01521,6.74269,6.20377,6.4493,7.97844,7.14477,6.80894,7.01087,6.8414,4.84543,7.78226,7.00402,6.09459,7.02156,6.38441,6.03378,8.30214,6.51084,6.92513,6.63306,6.11486,7.48649,6.41509,6.38661,7.85467,5.48799,4.8224,4.79564,5.65247,6.18457,5.71332,7.46547,6.12259,6.86111,7.11326,7.89106,7.6,7.9,7.5,7.9,8.2,7.5,8.1,8.3,8.2,7.6,7.6,7.8,7.7,7.9,7.7,7.8,8,7.8,8.1,7.6,7.7,8.2,8.1,7.8,7.9,7.7,5.4,7.6,7.8,7.6,6.8,7.2,6.8,8.10094,8.12064,8.16692,7.9612,8.39286,8.21429,7.76786,7.67857,8.48214,8.57143,8.03571,7.67857,8.03571,8.21429,8.42593,8.24074,7.87037,8.33333,8.42593,7.96296,8.42593,8.33333,8.42593,8.51852,8.42593,8.33333,8.88889,9.61538,9.23077,7.87037,8.33333,8.05556,8.05556,7.87037,7.78846,7.40385,8.17308,7.8,7.69231,7.88462,7.69231,7.98077,6.05769,7.30769,7.77778,8.05556,8.7963,8.05556,7.22222,8.14815,6.38889,7.77778,8.88889,7.87037,7.68519,8.51852,8.14815,8.88889,NA,NA,NA,NA,NA,NA,NA,NA,8.05556,7.87037,8.42593
375,28Q896,439,445,432,"Young Women's Leadership School, Queens",MS/HS,7.51049,7.05681,5.60192,6.58417,8.34661,7.57396,6.7836,7.36634,7.31647,4.21813,8.44059,7.34592,6.30739,7.28261,6.8146,7.29779,8.89053,6.39881,7.48506,6.76817,6.41932,7.52988,7.04092,7.45509,7.9912,5.44858,4.32178,4.49901,5.77535,3.63095,3.09406,9.35743,6.36318,6.23232,7.38477,9.28287,8,7.7,7.3,7.7,7.8,7.2,7.9,8,8,7.6,7.5,7.7,6.9,8,8,8,7.9,7.8,8,7.8,7.4,7.3,8.1,8.1,8.1,7.4,5.5,7.6,7.7,7.6,8.6,8.5,8,5.949,3.70833,4.57636,7.37241,3.16667,2.91667,3.33333,2.5,3.66667,3.83333,1.83333,3.16667,3,4.33333,6.25,5.83333,3.66667,4.25,6.41667,4.25,7.06897,6.91667,6.25,5.58333,5.66667,8.08333,3,4.58333,9.05172,7.41667,7.91667,7.75,4.83333,3.08333,4,3.75,4.56897,2.93103,3.83333,4.66667,5.83333,6.25,1.89655,2.69231,5.75,5.16667,8.58333,9,6.83333,8.33333,7,7,8.7069,9.5,8.08333,9.5,7.58621,6.5,NA,NA,NA,NA,4.58333,3.95833,7.5,7.91667,4.66667,6.16667,7.85714
376,29Q248,360,380,359,Queens Preparatory Academy,HS,7.09748,6.65377,5.67993,6.02618,7.94118,7.4162,6.74581,7.11376,7.13983,4.23789,7.78711,6.71127,5.78835,6.98446,6.64063,6.32062,8.38028,6.05932,6.86969,6.35211,5.43948,7.33003,6.50424,7.1875,7.25,5.31879,3.8604,3.98997,5.25072,4.36429,5.0641,7.26017,6.30682,6.57328,6.83526,6.67867,8.1,7.9,7.6,8,8.1,7.5,7.6,8.3,8.3,7.7,8,8,7.5,8.1,8.1,8.1,8.3,7.9,8.1,7.9,7.8,8,8,8.3,8.2,7.7,5.5,8.1,8,8,7.9,8.1,8.2,5.97024,5.48295,5.61065,6.53066,6.36364,6.25,6.07143,6.47727,4.43182,6.25,3.86364,5.22727,5.22727,6.02273,5.34091,7.38636,6.02273,6.70455,6.19048,4.20455,6.02273,6.13636,6.13636,6.30952,5.11905,7.15909,5.45455,7.04545,7.84091,6.02273,6.59091,7.5,4.43182,2.84091,4.43182,4.77273,6.375,3.86364,4.20455,5.11364,6.59091,6.81818,3.63636,6.25,5,5,7.27273,7.15909,6.25,7.38636,5.68182,6.81818,7.7381,5.56818,6.70455,7.61905,7.5,7.95455,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.25,5.875
377,29Q259,401,397,375,Pathways College Preparatory School: A College Board School,MS/HS,7.87947,7.7636,6.77946,6.33568,8.46033,8.1524,7.66878,7.79937,7.97895,5.78421,8.73418,7.72727,7.05757,8.05319,7.80983,6.66401,9.00313,6.78197,7.19142,5.79114,5.06303,7.87368,7.89474,6.69149,7.9886,5.77546,4.80235,5.0431,6.13931,4.83405,6.28495,8.05496,5.52151,6.37472,7.38685,8.2957,7.1,7.4,7.3,7.5,7.5,6.9,7.3,8.1,8.2,7.6,7.4,7.9,7.2,7.9,7.8,7.6,7.6,7.2,7.3,7.2,6.9,7.1,7.7,8.2,7.8,7.2,5.7,7.4,7.2,7.5,6.2,6.3,5.3,8.62773,8.12923,7.93217,7.99753,8.53448,7.24138,7.84483,7.84483,8.62069,8.48214,6.89655,8.62069,8.18966,8.53448,8.62069,8.10345,7.5,8.7069,8.01724,8.27586,8.53448,8.62069,8.62069,8.53448,7.84483,9.375,8.36207,7.32143,9.31034,8.7069,9.375,9.22414,7.75862,6.63793,7.32759,7.32759,8.18966,6.875,8.10345,8.27586,8.53448,9.22414,7.41071,7.5,6.51786,6.875,8.30357,8.7037,6.96429,8.92857,7.41071,7.67857,8.92857,8.57143,8.57143,8.94231,7.30769,7.94643,NA,NA,NA,NA,8.54167,9.16667,9.16667,9.375,7.94118,8.38235,8.38235
378,29Q265,402,398,402,Excelsior Preparatory High School,HS,7.76829,7.50524,6.66318,6.13918,8.20876,8.07642,7.76042,8.38083,7.94805,5.51813,8.43099,7.55814,6.85714,7.98052,7.4349,6.92105,8.5974,6.86528,7.04253,6.24356,5.64935,7.73377,7.19716,7.44819,8.20922,5.72485,4.80366,4.85602,5.70395,4.51316,5.86614,7.14096,5.43651,6.35501,6.69118,6.30984,8.3,8.5,8.1,8.3,8.6,8,8.3,8.9,8.8,8.5,8.6,8.7,8.2,8.7,8.4,8.8,8.7,8.4,8.6,8.6,8.2,8.4,8.2,8.6,8.3,7.9,5.4,8.7,8.4,8.7,7.5,7.5,7.5,8.5825,8.61823,8.53784,8.11139,9.2,8.9,8.33333,8.4,8.4,9.4,8.64583,8.64583,8,8.4375,8.02083,8.7,8.1,8.85417,8.6,7.6,8.4,8.4375,8.7,8.6,8.4,9.1,9.0625,9.5,8.9,8.6,8.8,8.8,8.5,8.2,8.64583,8.4,8.2,8.26087,8.2,8.5,8.7,8.8,7.8,8.69565,8,7.9,9,8,6.8,8.4,7.7,8.3,9,7.8,8.1,7.39583,8.4375,8.8,NA,NA,NA,NA,NA,NA,NA,NA,8,8.7,8.8
379,29Q272,436,427,424,George Washington Carver High School for the Sciences,HS,7.23725,6.74522,6.1126,6.06067,8.13268,7.40148,6.8154,7.40741,7.13235,4.90718,8.08933,6.60714,6.08191,7.30392,6.77861,6.12685,8.55651,6.81204,7.01852,6.29012,5.82924,7.73956,6.81312,6.75858,7.32143,4.70255,4.2622,4.02363,5.44335,4.5936,5.44045,6.91358,5.64496,6.68305,7.12159,7.26817,8.1,8.1,7.9,8.2,8.2,7.6,8,8.7,8.4,8.1,8.1,8.4,7.8,8.4,8.3,8.4,8.2,8.1,8.3,8.3,8,8.1,8.4,8.1,8.2,8.1,5.7,8.3,8.1,8.4,8,8.3,6.9,8.70923,8.47163,8.37942,8.10942,8.55769,8.17308,8.65385,8.6,8.1,9,7.69231,8.17308,7.98077,8.07692,9.32692,9.32692,8.46154,9.2,8.36538,6.44231,8.17308,8.84615,8.55769,8.84615,8.84615,9.03846,8.65385,7.69231,8.84615,8.84615,9.23077,9.2,8.07692,7.5,7.88462,8.65385,8.84615,8.4375,8.22917,8.94231,9.03846,9.03846,8,8.84615,7.01923,7.11538,8.94231,7.69231,7.69231,8.94231,7.30769,9.03846,8.94231,8.07692,7.88462,8.4375,8.3,8.26923,NA,NA,NA,NA,NA,NA,NA,NA,8,8.6,8.6
380,29Q283,370,367,363,Preparatory Academy for Writers: A College Board School,MS/HS,7.93174,7.44236,6.88586,6.43901,8.56734,7.9023,7.55747,7.9755,7.91185,5.38517,8.64493,7.4564,6.79506,8.22157,7.50735,7.1308,9.09544,7.09885,7.26945,6.12392,5.73994,8.56017,7.31322,7.23684,8.38933,5.84983,4.53035,4.85465,6.36029,4.54023,6.76087,8.07637,6.16667,5.96939,7.0088,8.21948,8.5,8.6,8,8.1,9,8,8.1,8.6,9,7.9,8.2,8.6,8,8.6,8.8,8.7,8.8,8.8,8.7,8.1,7.9,8.1,8.7,8.3,8.5,7.5,6.3,8.6,8.4,8.2,8.8,8.3,8.3,9.06224,9.24769,8.96469,8.68613,9.72222,9.35185,9.53704,9.13462,9.25926,9.72222,9.53704,9.25926,8.98148,9.16667,9.07407,8.88889,8.42593,9.53704,8.88889,8.33333,9.25926,9.25926,9.35185,9.35185,8.61111,9.07407,8.98148,9.16667,8.98148,8.33333,8.7963,9.16667,8.7037,8.42593,8.98148,8.98148,9.07407,8.55769,8.94231,9.16667,9.16667,9.25926,8.05556,8.65385,9.07407,9.07407,9.16667,8.42593,7.59259,9.16667,8.42593,8.7037,9.3,7.96296,8.61111,8.55769,8.7037,9.32692,NA,NA,NA,NA,8.75,9.16667,9.16667,9.58333,8.69048,8.92857,9.28571
381,29Q492,400,426,394,"Mathematics, Science Research and Technology Magnet High School",HS,7.46775,6.94647,6.24303,5.87692,8.04348,7.70833,7.36883,7.95031,7.47664,5.34938,8.38558,6.84049,6.30062,7.70642,7.0356,6.47196,8.3567,6.65888,6.77673,6.03211,5.625,7.00617,6.63009,6.51869,7.5,6.03321,4.22601,4.19782,5.54245,5.04615,5.40625,6.1859,4.97634,6.36719,6.95925,6.32637,7.7,7.9,7.4,7.6,8.2,7.4,7.9,8.2,8.3,7.8,7.6,8.1,7.1,7.9,8.1,7.9,8.1,7.9,7.9,7.6,7.4,7.5,7.4,7.9,8.1,7.4,4.9,7.7,7.4,7.5,7.9,7.7,7.2,5.71735,4.39145,5.0932,5.32164,4.34211,4.07895,4.30556,4.47368,4.07895,5.26316,2.89474,3.81579,3.81579,3.94737,5.41667,7.36842,3.94737,5.65789,6.05263,4.07895,5.92105,5.78947,5.92105,5.26316,6.05263,8.02632,4.44444,7.89474,8.68421,4.16667,5.92105,6.57895,4.02778,3.28947,3.68421,4.73684,4.73684,3.81579,5.29412,5,5.78947,5,3.33333,4.86111,3.28947,4.73684,5.65789,5.26316,5.78947,7.36842,5.78947,7.10526,7.89474,3.94737,6.05263,4.07895,6.97368,5.65789,NA,NA,NA,NA,NA,NA,NA,NA,5,5.27778,5.83333
382,29Q494,385,377,377,"Law, Government and Community Service High School",HS,6.783,6.37397,5.5625,5.12029,7.34884,7.15116,6.56103,7.19194,6.69355,4.17824,7.55869,6.90972,5.74766,6.97005,6.34259,5.6338,8.17972,5.89953,6.25,5.63657,5.12911,6.38889,5.65116,5.79439,7.11864,4.06944,3.97619,3.4375,4.75962,4.16268,4.86842,6.01716,3.68357,5.4,6.39706,5.34146,7.5,8,7.7,8.1,8,7.9,8.2,8.3,8.5,8,8.1,7.9,7.7,8.2,8,8.2,8.2,7.7,7.1,7.5,8.3,8.8,7.7,8.4,8.4,7.7,5.2,7.7,7.9,7.5,6.7,6.7,6.7,7.34534,6.75613,6.42993,6.7451,6.76471,7.05882,6.32353,6.02941,6.61765,8.08824,5.58824,8.08824,6.91176,8.23529,5.33333,6.83333,5.66667,7.16667,7.14286,5.66667,7.16667,7.16667,7.16667,7.5,6.5,8.52941,7.5,6.61765,8.82353,8.38235,7.94118,7.8125,6.17647,4.41176,4.26471,6.17647,5,5.58824,6.17647,5.73529,8.67647,7.94118,6.09375,7.34375,4.70588,5.29412,6.91176,6.32353,6.61765,7.94118,6.17647,7.20588,8.59375,6.17647,6.61765,5.88235,7.05882,7.64706,NA,NA,NA,NA,NA,NA,NA,NA,7.05882,7.5,7.65625
383,29Q496,379,414,359,"Business, Computer Applications & Entrepreneurship High School",HS,6.65948,6.4015,5.44186,5.19033,7.74083,7.01613,6.47936,6.91514,6.79245,4.53271,7.44266,6.44009,5.21991,6.63242,6.02326,5.5814,7.94118,5.61927,6.20853,5.45349,5.46209,6.6784,6.28505,6.34346,6.77817,4.89474,3.63426,3.37264,4.50935,4.11215,5.05924,5.5649,4.08088,5.39141,5.94828,5.51932,7.4,7.4,7.1,7.4,7.6,6.8,7.2,7.6,7.5,7.4,7.3,7.6,7.4,7.2,7.4,7.7,7.7,7.5,7.4,7.5,6.9,7.2,7.3,7.6,7.4,7.3,5,7.7,7.6,7.7,7.1,6.8,7.1,6.74782,5.625,5.94943,6.2451,5.97222,6.52778,5.55556,7.63889,5.41667,5.97222,4.86111,6.25,5,5.41667,6.11111,7.08333,4.72222,6.38889,5.69444,4.58333,7.36111,6.91176,7.36111,6.94444,5.69444,7.77778,5.83333,6.38889,8.05556,7.77778,7.5,8.05556,6.80556,3.75,4.86111,5.41667,5.55556,4.70588,4.86111,6.38889,6.66667,6.38889,6.11111,5.97222,5.41667,6.17647,7.08333,5.27778,5.41667,8.47222,6.11111,7.08333,8.33333,3.75,6.94444,5.13889,7.36111,6.25,NA,NA,NA,NA,NA,NA,NA,NA,5.97222,5.69444,6.11111
384,29Q498,393,381,377,Humanities & Arts Magnet High School,HS,7.8403,7.21296,6.97287,6.42707,8.40465,7.91363,7.33456,7.82396,7.70421,5.54938,8.19753,7.07108,6.80147,7.78117,7.51229,8.05556,8.85086,6.87346,7.27217,6.53563,6.14815,7.68428,7.23325,7.34606,8.31858,6.0473,4.82759,4.85258,6.15915,4.78606,7.32143,7.05919,5.92005,7,7.65,6.85,8.4,8.5,8.3,8,8.8,8.5,8.5,8.5,8.6,8.4,8.2,8.5,8.6,8.7,8.4,8.4,8.5,8.5,8.4,8.3,8.2,7.3,8.7,8.3,8.5,7.8,7.3,8.3,8.3,8.3,8.4,8.3,8.7,8.13494,8.06612,7.67516,7.10386,8.125,8.125,7.5,7.27273,8.64583,8.02083,7.70833,8.33333,8.33333,8.69565,7.8125,8.63636,7.6087,8.64583,7.71739,7.39583,8.22917,8.02083,8.125,7.93478,8.22917,8.36957,8.36957,8.33333,8.33333,7.39583,7.8125,8.33333,7.8125,7.08333,7.1875,6.84783,7.06522,7.06522,7.17391,7.93478,8.15217,7.93478,7.29167,8.15217,7.17391,7.29167,8.33333,5.9375,6.08696,8.4375,6.66667,7.60417,8.64583,5.76087,7.06522,5.86957,7.6087,6.63043,NA,NA,NA,NA,NA,NA,NA,NA,7.60417,8.22917,8.22917
