index,dbn,reading,math,writing,name,schooltype,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,s_q1b,s_q1c,s_q1d,s_q1e,s_q1f,s_q1g,s_q2a,s_q2b,s_q2c,s_q2d,s_q3,s_q4a,s_q4e,s_q4f,s_q4g,s_q4h,s_q4i,s_q4j,s_q4k,s_q5a,s_q5b,s_q6a,s_q6b,s_q6c,s_q7a,s_q7b,s_q11a,s_q11b,s_q11c,s_q11d,s_q11e,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q4c,p_q5a,p_q5b,p_q5c,p_q9,p_q10a,p_q10b,aca_t_13,com_t_13,eng_t_13,saf_t_13,t_q1a,t_q1b,t_q1c,t_q1d,t_q1e,t_q1f,t_q1g,t_q1h,t_q2a,t_q2b,t_q3a,t_q3b,t_q3c,t_q3d,t_q4a,t_q4b,t_q4c,t_q4d,t_q4e,t_q4f,t_q4g,t_q5,t_q6a,t_q6b,t_q6c,t_q7a,t_q7b,t_q7c,t_q8a,t_q8b,t_q8c,t_q9a,t_q9b,t_q9d,t_q10a,t_q10b,t_q10c,t_q10d,t_q10e,t_q10f,t_q11a,t_q11b,t_q11c,t_q11d,t_q11e,t_q11f,t_q11g,t_q11h,t_q11i,t_q11j,t_q11k,t_q11l,t_q11m,t_q12a,t_q14a,t_q14b,t_q14c,t_q14d,t_q15a,t_q15b,t_q15c,t_q15d,t_q16a,t_q16b,t_q16c
385,30Q301,410,440,405,Academy for Careers in Television and Film,HS,8.68863,8.58017,8.02196,7.97063,9.0012,9.01442,8.76499,8.97947,8.69277,6.91847,9.01807,8.79808,8.22993,9.02542,8.69277,8.23171,8.60911,8.54916,8.71084,8.59113,7.3738,8.22464,8.17746,7.82005,8.71993,7.95455,6.9964,6.91707,7.62136,7.27764,7.69231,7.1223,7.90767,8.3494,8.93541,9.40789,8.9,9.1,8.5,8.9,9.4,8.8,9,9.3,9.3,9.1,9.1,9.2,8.7,9.2,8.9,9.1,9.2,9,9.1,9,8.8,8.8,8.9,9,8.9,8.8,4.9,9.2,9,9.1,8.5,8.6,8.2,9.12778,9.375,8.873,9.05766,9.5,9.41667,8.66667,8.36207,9.41667,9.5,9.66667,9.41667,9.66667,9.58333,9.41667,8.5,7.66667,9.5,8.83333,8.5,8.83333,9.33333,9.25,9,8.16667,9.16667,9.33333,8.91667,9.25,8.91667,9.75,9,8.33333,8.33333,8.83333,8.57143,9.05172,7.68519,9,9.75,9.83333,9.66667,8.91667,8.75,9.08333,9.25,9.91667,8.91667,8.44828,9.33333,8.91667,9.08333,9.66667,7.5,9.41667,10,9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,9.08333,9.41667,9.58333
386,30Q445,414,449,412,William Cullen Bryant High School,HS,7.26115,6.80063,6.65797,6.51393,7.82564,7.51531,7.14529,7.43716,7.32106,5.7206,7.89501,6.35176,6.17507,7.27288,6.68312,6.19423,8.28876,6.99389,7.35424,6.73913,6.51701,7.14726,6.90484,7.29795,7.65374,6.16981,5.33401,5.20048,6.1783,5.534,6.74658,6.57143,6.41763,6.67969,6.95212,7.28031,7.5,7.6,7.2,7.5,7.9,7.2,7.5,7.9,7.9,7.7,7.5,7.7,7.3,7.6,7.6,7.6,7.7,7.7,7.7,7.6,7.4,7.4,7.6,7.6,7.8,7.4,4.6,7.6,7.4,7.5,7.5,7.6,6.9,6.63202,5.59248,6.13267,6.97268,6.06436,4.89899,5.81633,5.32828,4.72222,6.5,4.23267,4.45545,4.08416,4.85,5.95,6.975,5.17677,5.98485,6.90594,6.15,6.73469,6.45,6.55,6.225,6.71717,8.10606,5.12755,6.79688,8.22165,6.64063,7.67857,7.85714,5.93434,4.97475,5.58081,5.57895,5.90426,5.41209,6.3,6.53465,7.425,7.15,5.05263,6.3587,6.175,6.37755,7.72727,6.89394,6.65,8.19307,7.07071,8.0198,8.13131,5.80808,7.1,6.84896,8.0102,8.225,NA,NA,NA,NA,NA,NA,NA,NA,6.4433,6.95876,7.29167
387,30Q450,403,420,395,Long Island City High School,HS,7.33045,6.75497,6.9152,6.29068,7.95595,7.61169,7.1541,7.32722,7.36409,5.40811,8.18735,6.41631,6.27979,7.32168,6.9173,6.38716,8.37642,6.82871,7.38078,6.25595,6.09048,7.20518,6.69451,6.95283,8.30904,6.1743,4.89177,4.84032,5.85567,4.89509,7.75036,6.43013,5.68281,6.74782,7.15931,7.3628,7.6,7.6,7.4,7.2,7.9,7.1,7.8,7.9,7.9,7.5,7.4,7.8,8.1,7.9,7.8,7.8,8,7.7,8,7.8,7.4,6.9,7.2,7.6,8,7.2,5.3,7.5,7.6,7.5,6.8,7.5,7.2,8.09367,8.16784,7.88323,7.3818,8.71622,8.51351,8.34862,7.38739,8.22727,8.59091,8.27273,7.61364,7.83784,8.02752,8.01802,8.67117,7.95455,8.42342,8.31081,8.94144,8.13063,8.01802,8.01802,7.95045,8.37838,8.82883,7.86364,8.02273,8.63636,7.56944,8.60092,8.30275,7.63514,7,7.20183,7.56757,7.70455,7.34091,7.09091,7.77027,7.97297,8.22072,6.35514,7.29545,7.29545,7.5,8.04054,6.89189,6.97727,8.09091,6.91441,7.86697,8.68182,6.31818,7.25,7.18182,8.09091,6.71171,NA,NA,NA,NA,NA,NA,NA,NA,8.15909,7.72727,8.22727
388,30Q501,504,496,494,Frank Sinatra School of the Arts High School,HS,7.44065,6.92443,6.64341,7.54625,8.07921,7.48012,6.90099,7.03685,6.8006,5.13944,8.25349,7.12777,6.65161,7.69578,7.09091,7.15795,7.97217,7.58946,8.46918,8.28842,7.94732,7.47515,6.74453,6.71343,7.52366,5.79392,6.49396,5.41919,6.83943,7.11345,6.31288,5.72435,9.14157,8.6168,9.05433,9.39638,7.8,8.2,8.1,8.6,8.5,7.5,8.2,8.6,9.1,7.9,7.9,8.6,7.8,8.6,8.3,8.3,8,8,8.4,7.9,7.6,9.1,9.1,8.4,8.5,8.1,7.8,8,8.3,8.4,6.9,7.5,5,7.34743,6.95713,6.83953,7.67754,6.64634,6.1875,5.73171,5.54878,6.52439,6.95122,6.28049,6.03659,7.31707,7.62195,6,6.875,6.1875,7.0625,8.0625,7.25,7.625,7.75,7.4375,6.75,7.5,8.65385,7.1875,6.5625,8.625,8.25,6.5625,7.3125,8.0625,7.375,7.875,5.74324,5.57692,4.93421,6.62162,7.5,8.25,8.375,7.5,5.87838,6.82927,6.95122,9,8.53659,7.92683,8.125,7.625,7.80488,8.35366,3.65854,8.6875,9.20732,6.28049,8.65854,NA,NA,NA,NA,NA,NA,NA,NA,7.75641,7.69231,7.69737
389,30Q502,407,434,398,Information Technology High School,HS,7.29359,6.91388,6.77761,6.69382,7.97784,7.49654,7.18663,7.09318,7.32939,5.61203,8.00139,6.80362,6.38734,7.34072,7.04861,6.4043,8.12932,7.09085,7.39176,6.87068,6.47409,7.53497,6.75139,6.92065,7.92724,6.75926,5.55672,5.47835,6.11463,6.08345,6.8706,6.89103,6.50072,6.69731,7.09046,7.46408,7.9,8.1,7.7,8.1,8.5,8,7.8,8.5,8.3,8,8,8.1,8.1,8,8.1,8.1,7.9,8,8.1,8,7.9,8.3,8.2,8,8.2,7.8,4.8,8.2,7.9,8.1,7.8,7.6,7.6,8.3868,8.61779,8.27919,7.97589,8.94231,8.91509,8.50962,8.14815,8.84259,8.88889,8.75,8.75,8.84259,8.84259,8.36538,8.67925,8.47222,8.7963,8.84259,8.05556,8.4434,8.51852,8.51852,8.56481,8.72642,8.84615,8.88889,8.28704,8.88889,7.87037,8.24074,8.63208,8.00926,7.63889,8.10185,8.16038,8.05556,7.74038,7.96296,8.05556,8.14815,8.50962,6.13208,7.40385,8.16038,8.65741,8.98148,7.35849,7.40566,8.42593,7.40566,8.14815,8.82075,6.85185,7.40741,7.36111,7.64151,9.12037,NA,NA,NA,NA,NA,NA,NA,NA,8.24074,7.96296,8.75
390,30Q555,323,475,329,Newcomers High School,HS,7.69897,7.16766,7.37789,7.73733,8.22174,7.873,7.62484,7.81172,7.98053,7.34944,8.14366,6.64295,6.676,7.42025,7.19489,6.75891,8.41493,7.59975,7.97634,7.83189,7.41239,7.68084,7.23518,7.53141,7.70167,7.34838,6.95303,7.06124,7.17005,7.4472,7.56258,8.53247,8.07768,7.94408,8.01587,8.50987,8.3,8.4,7.8,8.4,8.5,8.3,8.4,8.5,8.6,8.5,8.3,8.4,8.3,8.4,8.6,8.4,8.4,8.3,8.4,8.3,8.3,8.5,8.7,8.1,8.2,8.1,3.9,8.1,8,8.2,NA,NA,NA,7.30832,5.67873,6.29284,7.8718,6.33333,5.11111,5,4.77778,3.55556,5.72222,4.33333,4.66667,4.16667,4.88889,6.61111,7.55556,5.79545,7.11111,5.85366,7.5,8.06818,7.38889,7,5.61111,8.38889,9,4.375,7.33333,8.75,7.77778,8.18182,8.02326,6.94444,7.5,8.46591,4.87805,5.60976,4.7619,6.09756,7.90698,7.61628,7.7907,5.41667,4.82558,8.22222,7.22222,8.83333,8.38889,8.01136,8.55556,8.22222,8.44444,7.37805,8.63636,8.29545,8.75,7.27273,6.55556,NA,NA,NA,NA,NA,NA,NA,NA,7.32955,7.90698,7.97619
391,30Q575,487,492,491,Academy of American Studies,HS,7.97345,7.67176,7.27549,7.65977,8.40941,8.25598,7.78833,7.93847,7.75352,6.05728,8.54048,7.78369,7.1733,8.15078,7.73504,7.13203,8.71298,7.8789,8.20567,8.03244,7.64104,7.91431,7.44326,7.65625,8.43013,7.35942,6.77113,6.66549,7.10582,6.22702,6.83782,7.63361,8.20368,7.77935,8.12412,9.02327,7.9,8.1,7.8,8.1,8.3,7.5,7.9,8.6,8.6,8.3,8.1,8.3,7.9,8.4,8.3,8.3,8,8,8.3,8.2,7.8,8.1,8.3,8.2,8.3,7.9,5.2,8.4,8.3,8,7.6,7,6.6,8.24857,8.05556,8.06217,8.20476,8.40278,7.56757,7.22222,7.2973,7.97297,8.51351,7.97297,6.04167,6.45833,7.43243,8.71622,8.71622,8.04054,8.37838,8.44595,8.64865,8.33333,8.37838,8.24324,7.84722,8.44595,9.18919,6.89189,8.64865,9.25676,8.64865,8.81944,8.91892,8.31081,7.90541,8.10811,7.70833,8.125,7.22222,7.91667,8.47222,8.61111,8.17568,7,7.70833,8.51351,8.10811,8.85135,8.07143,7.56757,8.64865,8.44595,8.44595,9.30556,7.63514,8.10811,8.44595,8.71622,7.43243,NA,NA,NA,NA,NA,NA,NA,NA,8.68056,8.19444,8.54167
392,30Q580,524,568,544,Baccalaureate School for Global Education,MS/HS,8.84932,8.26842,7.4978,8.72167,9.47253,8.86214,8.13319,8.65721,8.4632,6.5372,9.32609,8.39827,7.87338,8.78788,8.49015,8.55699,9.53463,8.67965,9.35326,9.22993,8.7311,8.52717,8.27381,8.3587,8.77104,7.95035,7.80978,7.90761,8.34239,8.58766,5.62771,9.07549,9.27863,8.7033,8.93889,9.65155,8.8,8.2,7.6,8.7,8.5,7.7,7.8,8.4,8.5,7.7,7.8,8.5,6.8,8.9,8.6,8.7,8.8,8.6,8.9,8.7,8.3,8.7,9.1,8.6,8.1,8.5,5.3,8.1,8.9,8.6,NA,NA,NA,7.86973,6.33036,6.38136,8.96825,6.42857,5.83333,4.64286,5,6.54762,5.35714,5.59524,6.05263,7.14286,8.33333,5.71429,3.92857,3.21429,6.54762,6.84211,6.07143,9.52381,9.28571,8.45238,8.09524,7.22222,8.80952,6.90476,NA,8.33333,7.38095,7.14286,7.02381,8.57143,8.875,9.16667,3.81579,5.5,3.42105,5.78947,7.85714,8.5,7.61905,7.85714,3.875,9.16667,8.80952,9.88095,9.88095,8.69048,9.28571,9.28571,9.04762,8.88889,9.28571,8.57143,9.7619,8.09524,9.04762,NA,NA,NA,NA,7.08333,8.33333,9.58333,8.75,8.5,8,9.33333
393,31R047,452,451,450,CSI High School for International Studies,HS,7.8882,7.52629,6.85042,7.8841,8.48614,7.9594,7.4467,7.91756,7.32833,5.27957,8.42357,7.69068,7.03092,7.75586,7.54797,7.89979,8.68308,7.68085,8.42077,8.16489,7.92021,8.49468,7.44149,7.99679,8.57551,7.29306,6.50751,6.71842,6.88034,7.5,5.68522,8.37473,8.33691,7.56959,7.91309,9.16667,8.6,8.8,8.4,8.9,9.1,8.2,8.9,9,9.1,8.5,8.7,8.7,7.9,8.8,8.5,8.6,8.9,8.6,8.9,8.7,8.6,8.9,9.1,8.9,9,8.6,6.5,8.7,8.7,8.8,8.3,8.5,8.5,7.65851,7.03161,7.17833,8.20364,7.33333,6.5,7.58333,6.08333,5.91667,7.83333,5.83333,6,6.41667,6.91667,7.83333,8.66667,7,7.41667,7.41667,6.25,8,7.58333,7.5,7.25,7.75862,9.25,6.75,7.75,9.58333,8.41667,9,8.83333,6.83333,6.2069,7.75862,6.46552,7.32759,4.73214,7.25,7.58621,8.33333,8.33333,6.78571,6.73077,8.25,7.41667,9.41667,9,7.75862,8.87931,8.08333,7.91667,9,8.25,9,9.58333,6.91667,7.25,NA,NA,NA,NA,NA,NA,NA,NA,7.16667,6.58333,7.08333
394,31R064,398,412,385,Gaynor McCown Expeditionary Learning School,HS,7.7961,7.96113,6.88756,7.37643,8.2266,8.01235,7.77709,8.27586,7.75926,5.5198,8.29602,8.47666,7.27047,7.79557,7.52463,7.15539,8.40909,7.66708,8.32512,8.00983,7.68428,7.74194,7.62963,7.56219,8.46685,6.9385,5.92365,5.79433,6.50625,7.0854,5.51361,6.41892,7.77094,7.25746,7.68564,9.07178,8,8,7.8,8.4,7.9,7.4,7.9,8.6,8.8,8.2,7.9,8.1,7.2,8.1,7.8,8,8,7.8,8,7.9,7.9,8.6,8.5,8.5,8.4,8,6.5,8.1,8,8.3,7.7,8,7.6,7.81481,7.37313,7.10414,7.27944,6.85185,8.14815,7.88462,7.22222,7.12963,7.59615,6.01852,7.77778,7.40741,7.68519,7.03704,8.51852,7.77778,8.42593,7.31481,4.35185,7.22222,7.40385,8.14815,8.05556,7.40385,7.69231,7.77778,6.48148,8.14815,7.5,8.42593,8.24074,7.59259,6.85185,6.85185,5.64815,6.38889,5.57692,6.63462,7.68519,8.51852,8.24074,8.05556,7.78846,7.12963,6.48148,8.94231,8.61111,7.68519,8.51852,6.11111,6.48148,9.03846,2.96296,6.57407,9.07407,6.73077,8.7037,NA,NA,NA,NA,NA,NA,NA,NA,6.66667,7.31481,7.87037
395,31R080,472,488,466,The Michael J. Petrides School,ES/MS/HS,8.36984,8.10499,7.78111,7.67258,8.76397,8.57891,8.05478,8.40909,8.31704,6.19215,8.66573,8.26788,7.79846,8.61033,8.07828,8.00104,8.79178,8.00209,8.72036,7.89455,8.20028,7.94755,7.99232,7.89916,9.04511,7.23551,6.39873,6.74006,7.48222,7.02263,7.86775,7.87535,7.67781,7.10791,7.44334,9.25283,8.2,8.4,8.1,8.4,8.5,8.3,8.2,8.7,9,8.4,8.1,8.6,8.1,8.3,8.3,8.4,8.3,8.2,8.4,7.9,7.6,8.5,8.6,8.5,8.8,8.2,6.6,8.2,8.3,8.6,7.8,8,7.6,9.08964,8.32638,8.60044,8.54126,8.60656,8.44262,8.22034,8.77049,8.17797,8.93443,7.62295,7.95082,7.9918,8.40164,8.97541,9.05738,8.36066,8.93443,8.5,8.52459,8.85246,8.93443,8.81148,8.72951,8.72881,9.38525,8.27869,8.89344,9.30328,8.72951,9.30328,8.89344,8.48361,8.11475,7.86885,8.54167,8.5,8.25,8.83333,7.83333,9.08333,9.0678,8.4322,8.20833,7.5,7.58197,9.34426,8.97541,7.86885,9.54918,7.95082,8.48361,9.63115,7.75,8.68852,9.34426,8.48361,9.46721,9.47917,9.6875,9.89583,9.89583,9.58333,9.79167,9.79167,9.79167,8.28947,8.42105,8.42105
396,31R440,424,437,416,New Dorp High School,HS,7.2462,7.08986,6.83482,6.08975,7.95195,7.49199,7.18808,7.4805,7.45381,5.49076,7.80296,6.99239,6.65191,7.33141,6.94986,6.55846,8.10758,6.96994,7.37402,6.39361,6.28581,7.1298,7.08912,7.0895,8.14657,6.11634,4.34271,4.36668,5.33349,4.58853,6.91492,6.11944,5.56876,6.04342,6.36374,7.47419,8,8.1,7.8,7.9,8.3,7.4,8.2,8.4,8.6,8.3,8,8.2,8.2,8.1,8,8,8.2,8,8.2,8.1,7.7,7.7,8,8.2,8.3,7.6,4.9,8,8,8.1,7.6,7.7,7.4,8.74099,8.98936,8.60434,7.94172,9.49346,9.23203,8.69205,8.66776,9.14474,9.44444,9.29276,9.01961,8.98026,9.02961,9.23203,8.88889,8.28947,8.92157,9.00327,9.05229,8.75817,8.83987,8.74172,8.59477,8.78289,8.71711,9.12829,8.36601,8.68421,7.79412,8.77451,8.64379,8.23529,8.33333,8.69281,8.07566,8.28431,7.9932,7.91391,8.47039,8.79934,9,8.53333,7.89931,7.89216,8.0719,8.75817,8.03922,7.3366,8.51307,7.10526,7.91391,8.99671,6.77632,7.15686,8.0719,8.18627,8.48039,NA,NA,NA,NA,NA,NA,NA,NA,8.70915,8.34967,8.83987
397,31R445,424,438,417,Port Richmond High School,HS,7.09908,6.79011,6.38596,6.07431,7.90792,7.35414,6.71026,7.00546,6.94273,4.68964,7.84808,6.69218,6.12942,7.31682,6.7339,6.35268,8.16734,6.82816,7.2942,6.56271,6.32834,7.25543,6.96791,6.89368,7.83734,5.754,4.37966,4.19831,5.36177,4.85525,6.44523,6.39887,5.32807,6.25174,6.55835,6.98173,8.2,8.3,8,8.2,8.4,7.8,8.3,8.6,8.8,8.4,8.2,8.4,8.2,8.3,8.2,8.2,8.3,8.1,8.3,8.3,8.2,8.3,8.1,8.4,8.4,8,5.8,8.2,8.2,8.3,8.1,7.6,7.8,8.17229,8.10005,7.82165,7.66808,8.52273,8.125,7.65152,7.31061,8.42308,8.56061,7.57692,8.47656,7.84615,8.19231,8.10606,8.65385,7.73438,8.38462,8.61538,7.57813,8.07692,8.01587,7.85156,7.80769,8.125,8.57692,7.92308,7.46094,8.88462,7.84091,8.26923,8.5,7.46094,6.92308,7.89683,7.42308,8.26923,7.34127,7.29508,7.7381,8.39844,8.25397,7.30769,7.38281,7.2619,7.73077,8.65079,7.14844,6.7623,8.29365,7.14844,7.5,8.70968,7.17742,6.93548,7.62097,7.69531,9.0625,NA,NA,NA,NA,NA,NA,NA,NA,7.88462,8.26923,8.38462
398,31R450,437,435,429,Curtis High School,HS,7.32131,6.90039,6.86188,6.27294,7.9879,7.66279,7.16624,7.27519,7.34739,5.03245,8.19933,6.50878,6.23506,7.45625,7.01188,6.711,8.22419,7.02332,7.45991,6.58113,6.2578,7.22193,7.02615,7.55176,8.33825,6.09067,4.67876,4.58377,5.33717,4.85401,7.68033,6.51678,5.58508,6.43609,6.81139,7.19212,7.9,7.8,7.6,7.3,8.2,7.2,7.7,8.1,8.3,7.7,7.7,8.1,8.2,8.1,7.9,8,7.9,7.8,8.2,8,7.6,6.9,7.6,7.9,8.1,7,4.9,7.8,8.1,7.9,7.9,7.7,7.4,8.23693,7.87527,8.13057,7.3037,8.43023,8.49609,7.48062,7.34496,7.30469,8.33984,7.57752,7.92636,7.86822,7.86822,8.49609,8.68217,7.83203,8.62403,8.46899,8.74031,8.39844,8.33984,8.35938,8.06202,8.15891,8.62205,7.55814,8.88672,9.01575,8.25581,8.57422,8.39147,8.21705,8.06202,8.34646,7.64,8.33333,7.68,7.53937,7.59843,8.05118,8.30709,6.72,7.22441,6.58203,7.20703,8.18359,6.24031,6.49225,8.11024,6.50391,7.30469,8.64341,6.29845,6.93798,7.08984,8.57422,7.90698,NA,NA,NA,NA,NA,NA,NA,NA,8.50775,8.02326,8.16406
399,31R455,462,486,470,Tottenville High School,HS,8.13094,7.72828,7.798,7.39933,8.54563,8.39575,7.95845,8.09751,8.10512,6.05781,8.81013,7.38061,7.48884,8.33466,8.09946,7.71102,8.47971,8.0305,8.51778,7.99936,7.88132,7.86055,7.84579,8.53025,8.8012,7.39815,6.24323,5.98644,6.7304,6.09519,8.61164,7.13957,6.57354,6.80141,7.31107,9.25271,8.1,8.1,7.8,7.9,8.4,7.4,8,8.4,8.7,8.2,8,8.3,8.6,8.2,8,8.1,8,7.9,8.3,8.1,7.9,7.8,8.1,8.1,8.3,7.5,4.7,8,8.3,8.1,7.9,7.9,7.7,8.9145,8.93621,8.73296,8.11946,9.21875,9.17614,8.38068,7.65625,8.96893,9.21429,9.26554,8.93466,8.98305,9.1,8.99148,8.70056,8.52273,9.10511,9.43503,9.44915,9.0483,8.9548,9.08571,8.91618,8.92857,9.23295,9.12429,9.02542,8.85593,8.33807,9.10511,8.96552,8.63636,8.7642,9.14773,8.23276,8.44286,8.20175,8.40116,8.38983,8.92655,8.97727,8.27586,8.11782,8.02557,8.2,9.03409,8.14655,7.08333,8.74286,7.82857,8.03161,8.90988,5.96264,7.19653,8.75,9.11337,8.23864,NA,NA,NA,NA,NA,NA,NA,NA,8.77143,8.72126,8.97143
400,31R460,455,474,459,Susan E. Wagner High School,HS,7.84559,7.44306,7.3949,6.90568,8.32212,8.06122,7.61426,7.74497,7.73731,5.93214,8.49689,7.20485,7.07871,8.03394,7.71466,7.33784,8.62,7.65596,7.98631,7.34711,7.20642,8.04947,7.51005,7.86603,8.42043,6.80479,5.87128,5.65217,6.38694,5.553,7.88723,6.7986,5.80295,6.54126,6.96422,8.23595,7.9,8,7.7,7.8,8.4,7.4,7.8,8.2,8.5,7.9,7.9,8.2,8.2,8.1,7.9,7.9,7.9,7.9,8.1,8,7.7,7.5,8.1,8.2,8.2,7.6,5.5,8,8.1,8,7.7,7.7,7.5,8.58627,8.35063,8.23358,7.75512,8.64706,8.20175,7.67647,7.20238,7.80702,8.60294,8.33824,7.89706,7.7193,8.01471,7.98246,8.62426,8.30882,8.75,8.86765,8.85965,8.66959,8.61111,8.84503,8.50592,8.63772,8.87725,7.81065,8.42262,8.60778,7.60417,8.40774,8.65964,8.49702,8.18452,8.75,7.92899,7.89941,7.87879,8.20359,8.50592,8.87574,8.89053,8.00613,7.91411,8.46726,8.3432,8.87725,7.38024,6.73077,8.52679,7.57396,7.69345,8.65964,6.67665,7.14286,7.72321,8.29412,7.27811,NA,NA,NA,NA,NA,NA,NA,NA,8.86905,8.65385,8.77976
401,31R470,466,455,414,Concord High School,HST,8.54467,8.77388,8.26034,8.73674,9.09524,8.96635,8.4375,8.71359,8.41346,7.78846,8.65385,9.18317,8.41584,8.47087,7.9703,7.74038,9.04762,8.83495,8.8835,8.92157,8.78641,8.84804,8.70098,8.45588,8.30128,7.82828,8.08824,7.91262,8.375,8.36538,7.96117,8.54762,9.53431,9.32039,9.375,9.44712,9.1,8.8,8.2,9.1,8.8,8.4,8.6,9,8.9,8.7,8.9,9.1,8.7,9.1,8.6,9,9,9,8.9,8.7,8.7,9.3,9.2,9.1,8.8,8.9,3.9,9.3,9.1,9.3,9.4,9.4,9.3,9.36859,9.375,9.37922,8.97009,9.80769,9.03846,9.58333,8.65385,9.42308,9.23077,9.80769,9.80769,9.03846,9.80769,8.84615,9.375,9.23077,9.23077,9.03846,9.42308,9.03846,9.42308,9.42308,9.42308,9.23077,9.80769,10,10,9.23077,9.80769,9.42308,9.61538,9.61538,9.03846,9.61538,9.23077,9.42308,9.58333,9.42308,9.03846,9.42308,9.61538,9.61538,9.23077,8.84615,8.84615,9.79167,8.26923,8.65385,9.80769,7.88462,8.84615,9.61538,7.11538,8.75,9.58333,8.54167,10,NA,NA,NA,NA,NA,NA,NA,NA,8.65385,9.23077,9.23077
402,31R600,416,422,397,Ralph R. McKee Career and Technical Education High School,HS,7.41646,7.25511,6.72165,6.58657,7.93186,7.62906,7.25048,7.09847,7.86468,5.26012,7.99235,7.38985,6.39423,7.63462,7.20135,6.77529,8.25048,7.06107,7.5,6.90385,6.71027,7.63619,7.125,7.07692,8.0154,6.41398,4.92337,4.87379,5.78641,5.88491,6.87741,7.27099,6.44084,6.47338,6.58918,7.51429,7.9,7.7,7.4,7.9,7.6,7.2,7.5,8.3,8.3,7.7,7.7,7.9,7.6,7.8,7.7,8,7.8,7.8,7.9,7.7,7.6,8.2,7.9,8,8.1,7.4,4.7,7.5,7.6,7.9,8.1,8,7.9,8.63588,8.58631,8.46835,7.81814,8.92857,8.69048,8.63095,8.80952,8.92857,9.34524,8.09524,8.39286,8.27381,8.80952,8.57143,9.22619,8.69048,8.71951,8.92857,8.5119,8.57143,8.63095,8.80952,8.39286,8.6875,8.78049,8.9881,8.45238,8.75,7.97619,8.57143,8.75,8.27381,7.85714,8.29268,7.97619,8.45238,8.10976,8.17073,7.91667,8.5119,8.69048,8.23171,8.17073,7.97619,7.97619,8.5119,8.09524,7.08333,8.75,6.72619,7.92683,8.57143,6.60714,7.7381,7.91667,7.08333,8.09524,NA,NA,NA,NA,NA,NA,NA,NA,8.69048,8.21429,8.86905
403,31R605,635,682,636,Staten Island Technical High School,HS,8.84425,8.21226,8.09518,8.72158,9.41176,8.90207,8.26059,8.65169,8.11472,6.80508,9.54741,8.09091,7.98796,9.0383,8.76509,8.56586,8.93351,8.71767,9.34007,9.21472,9.06736,8.71978,8.28528,8.4823,8.97895,8.29768,7.99353,8.15404,8.51211,6.41436,7.98623,8.84599,9.66222,8.94181,9.15159,9.81665,8.6,8.6,8.4,8.5,9,8.2,8.6,8.9,8.9,8.4,8.4,8.7,8.9,9.1,8.7,8.7,8.7,8.6,9.1,8.9,8.6,7.8,9.2,8.8,8.8,8.4,6.7,8.5,9,8.7,7.5,8.9,6.9,9.14968,8.86123,8.64873,8.90829,9.02542,7.9661,8.30508,8.66379,8.64407,9.23729,8.51695,8.34746,8.34746,8.51695,7.32759,9.11017,8.4322,8.99123,9.15254,9.27966,9.49153,9.36441,9.23729,8.34746,9.15254,9.49153,8.60169,8.94068,8.94068,8.68644,8.72881,9.02542,9.0678,9.19492,9.5339,8.17797,7.62712,7.7193,8.44828,9.27966,9.40678,9.5339,9.48276,8.31897,9.70339,9.49153,9.5339,9.57627,8.83621,9.49153,9.32203,9.11017,9.52586,8.38983,8.85593,9.83051,8.68644,5.59322,NA,NA,NA,NA,NA,NA,NA,NA,9.61864,9.32203,9.5339
404,31R607,405,375,370,Staten Island Yabc,YABC,8.04749,8.12057,7.67047,7.78753,8.7234,8.51064,8.29787,8.35106,7.98913,6.54255,8.40426,8.1383,7.55319,8.29787,7.60638,7.16667,7.87234,8.19149,8.35106,8.40426,8.29787,7.76596,7.92553,7.81915,8.5119,7.55556,7.18085,7.23404,7.55319,7.39362,7.55319,7.12766,7.61111,7.34043,8.08511,8.8587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46806,9.41406,9.36282,9.23958,9.53125,9.53125,9.21875,8.90625,9.53125,9.53125,9.53125,9.53125,9.0625,9.53125,8.75,9.21875,8.75,9.53125,9.21875,9.21875,9.375,9.6875,9.375,9.375,9.21875,9.83333,9.6875,9.84375,9.6875,9.6875,8.75,9.375,9.6875,9.53125,10,9.375,9.375,9.375,9.28571,9.6875,9.6875,9.84375,9.6875,9.54545,10,9.84375,9.84375,8.90625,7.96875,9.84375,9.375,9.53125,7.8125,6.875,8.90625,9.0625,9.53125,9.6875,NA,NA,NA,NA,NA,NA,NA,NA,9.6875,9.84375,9.53125
